sentence	sentence_id	locale	reason
Уи амшалагьы игәыҭҟьагоу ҵысрак ааҟалан, зегьы рыдгьылқәа рҿы иеиԥхьытта, ицҟьаны ҵаҟа иҟаҳаит.	4efa9c337eeec79194f0bca2663c2d088b69e191321b26788d05699284f4b506	ab	?? ????????? ??????????? ?????? ???????, ????? ?????????? ??? ??????????, ??????? ???? ???????.
Ари иҵабыргыҵәҟьаны адырра рацәа змоу лаԥшхырԥаҩык иоуп:- рҳәеит Фараон иуаажәлар раԥхьагылаҩцәа.	5177d4b7e307533888ee60a8ab8c6ddc733201b1851c6d3f0d97ae11b365c671	ab	??? ??????????????? ?????? ????? ???? ???????????? ????,- ?????? ?????? ????????? ??????????????.
Наунагӡагьы уи еидара ишаҵоу иаанхоит. Акаамеҭ амш аҽны дара рзы шаҟа иеидара бааԥсузеи ари!	74d51bd77a8c5802c5710bc74ed9211a85184c44c086de48ec80cc75323f194d	ab	??????????? ?? ?????? ?????? ????????. ??????? ??? ???? ???? ??? ???? ??????? ????????? ???!
Урҭ рыҩаӡара, дара рышьҭахь иныхны иеибашыз раасҭа иҳаракуп.	0610162d5aa0a13f7ce4b57b81f165f16ae364222f2dd536fd46f941a5b9b399	ab	??? ????????, ???? ???????? ?????? ????????? ?????? ????????.
Аллаҳ, иазхаҵаҩцәаханы аус бзиақәа назыгӡо ирызкны:- Урҭ анажьреи аҳамҭа дуӡӡеи рзыԥшуп,- ҳәа ажәа иҭихьеит.	66e1d2070f86403643e52cf5e2148a6cc814a3c024b0df1aec278e5ede8c0ad4	ab	?????, ??????????????? ??? ??????? ??????? ???????,- ??? ???????? ?????? ?????? ???????,- ??? ???? ????????.
Ҳәарада, Аллаҳ дазхаҵаны, ацәгьара зҽацәызыхьчаз ауаа рзы нарцәытәи аҳамҭа зегьы иреиӷуп.	3cac889a8d8c8d41ec0d5c3e0446371f8dfc1231e2009abdc840ea4222be3468	ab	???????, ????? ?????????, ???????? ????????????? ???? ??? ????????? ?????? ????? ????????.
Асаара ишьҭаланы исымҵахырхәеи рзы сыҩны Қьааба цқьаны иныҟәыжәга,- ҳәа адҵа раҳҭеит.	3c6baa819cd1765693f104094f31353c09b203cfcb706d103b4cbb8095e8834d	ab	?????? ????????? ???????????? ??? ????? ?????? ?????? ??????????,- ??? ???? ???????.
Дара рганахьала иарбанзалак акагьы адкылашьа амаӡам.	55c37772e8aba6ea69b5af446de22773deb214351309b2ab9b9fa49760d0bd1b	ab	???? ?????????? ???????????? ?????? ????????? ??????.
Уи, азхаҵаҩцәа рзы ицқьашәқьоу лашарак ишахыҵхырҭоу еиԥш, игьгәырӷьаҽҳәашоуп.	5cb19ed12b9a4f46da8fe1d86044205d768a741933b6125ca2df32269a8f37e4	ab	??, ?????????? ??? ??????????? ??????? ???????????? ????, ???????????????????.
Уа ашәҟәыуаа! Избан аиашеи ирҩашьоуи зеилашәҵо, насгьы ишыжәдыруагьы аҵабырг зышәҵәахуа?	7b18397040f5131d91c012eb03eeab16ab194a88bcef3be8c62bb907738bdc0a	ab	??, ?????????! ????? ?????? ????????? ?????????, ?????? ????????????? ??????? ???????????
Иҳәа. Ашамҭа аԥызҵаз Анцәа сыҽимҵаскуеит.	66e9b91a99e1300abf334b447fd058337d526b76723fb2ac1bfdce9acd3be3f7	ab	????, ?????? ??????? ????? ?????????????.
Аллаҳ иҳәатәхамҵара зҽацәызыхьчаз ракәзар, џьанаҭ баҳчақеи, аӡыхьқәеи дара ирзыԥшуп.	7496c8cf04a2871f6aefbbc70a21963a957561fcb7259f1e93a6cdd3b37f6368	ab	????? ????????????? ????????????? ???????, ?????? ?????????, ????????? ???? ????????.
Ачҳара акәзар, шәара шәзы реиҳа иеиӷьуп. Аллаҳ кырӡа иуаназыжьуеи узыхьчо иоуп.	6b2d96679c240ddf0d5c249038cdb2f4ff1c048c6dc375def35fa374dd52bb38	ab	?????? ??????, ????? ???? ????? ???????. ????? ????? ???????????? ???????? ????.
Аллаҳ, аҩсҭаа абри аҩыза аус, зыгәықәа чмазаҩханы, згәаҵәақәа жәпахаз ауаа ԥишәарц азы иирҟаҵоит.	8160a753b0490cc5337b2ac974d5408e30938127c0b4c7ab8033a8113e5e909a	ab	?????, ?????? ???? ????? ???, ??????? ??????????, ?????????? ??????? ???? ??????? ??? ?????????.
Уа сынцәа! Ус еиԥш иуҭаххандаз даргьы саргьы уаанӡагьы ҳақәухуан.	515dd26a7c4722a6fc81129f3fa5b0c60ca6277070e8f32e92baa676f906d20d	ab	??, ??????! ?? ???? ??????????? ?????? ?????? ????????? ?????????.
Иареи азхаҵаҩцәеи аӡиас ианыр. Иахьа Џьалути уи ируааи ҳамч рықәхом,- рҳәеит.	763f4ffcfd487cb0e9458eb70063fdb1565de631a77e1b85c47a5dc6b76ff1a8	ab	????? ??????????? ????? ?????, ????? ??????? ?? ?????? ???? ???????,- ??????.
Насгьы шәара шәара шәеинаало хаҵеи ԥҳәыси шәакәны шәҟаиҵеит.	837b282b4630b9d180bbe510dad093469a43ad2519111b652e84a7964c30ac97	ab	?????? ?????-????? ????????? ????? ?????? ??????? ?????????.

Уа, Ныҳә ицны ӷбала ииаҳгақәаз рхылҵышҭра! Ижәдыруазааит, Ныҳә кырӡа иҭабуп зҳәоз уаҩԥсык шиакәын.	62a19888d92ca22e540b2a288503cbaa6d6c353f09dab5608108f53db1c62ada	ab	??, ???? ???? ????? ?????????? ??????????! ?????????????, ???? ????? ?????? ????? ??????? ???????.
Азхамҵарахь шәымҩахҟьаны ишәаҭәашьоу пату шәзақәымҵар, ижәдыруазааит. Аллаҳ кырӡа анажьра злоу иоуп, илԥхагьы даараӡа иҭбаауп.	713c3539b48caf7c72dd1dbedcf4e2498932ad26e7e074e5a702f53ad71964bf	ab	??????????? ???????????? ??????????? ???? ???????????, ?????????????, ????? ????? ??????? ???? ????, ???????? ??????? ???????.
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	offensive-language
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	grammar-or-spelling
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	different-language
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	difficult-pronunciation
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	comment
Амшын ҭынчын, ҵҩа змамыз ажәҩашқәа хыгьежьылон.	024391f8bb8d8404c2fc709b641906931358d7454ee7c38015e100bde59ef173	ab	grammar-or-spelling
Акәымзар, ари аулица дахьану, зҿырҟьара злымҳақәа иахшьны иааибаз аӡәы дааигар уабацои?	05160828399443094f0c640e0411a5c5bb8b1e8ee9c0d7c515d941fdc804b052	ab	different-language
Акреслақәа ҳнарықәтәеит.	025f7401efba2de28c3b5a8b479c1c182cab43242644965af92d003aa6e6377e	ab	different-language
Саид икәа аԥхӡы лҭашит, дагьаазазеит.	05d719675f3314ec9c3f9b8176619ed87e1e93392ae098fe087e5e795a61ccdf	ab	different-language
Ҳааҭагылт ааигәа сигәа иҟамлацыз атрагедиа.	051383502cfdcd3bac45fabe2822266e2e430fa6f521ff4f7e47360477289a61	ab	different-language
Иузааимырбуашәа сыҟоуп арҭ ахҭысқәа.	041c9d96287536a82b9ed4ee1d10161207099572f5b1ce9188b50507f6fd14d9	ab	different-language
Иажәеинраалақәа рыԥхьара даҿын апеременақәа раан ҳакласс аҿтәи ҳпоет.	05a0e4e3b9d85fffb153dad60458fc57dc284f3a0a8bf125ad2cdfc7b95ba7ca	ab	different-language
Акреслақәа ҳнарықәтәеит.	025f7401efba2de28c3b5a8b479c1c182cab43242644965af92d003aa6e6377e	ab	different-language
Ьмахьчак, ҭаҳмадак дсыцныҟәеит.	06d2398ff11ebdff506a02c3dd2fa7010b55efc05b9b19093a58dc0ce26253f9	ab	grammar-or-spelling
Издыруада абри ашампан ҩы хаҳаҭыр еиҳа ибзеиӷьзар, гьамала бнаҿыхәозар?	06feec60d987e0d5c9f3dd665bf7564f11c20895a563559854f52e92fe1b1ba9	ab	grammar-or-spelling
Ԥшь-стихк инарыхганы аҩра ҟалауам ҳәа аҳәара.	0641660a7caeb9a13e05f884f51d0935975ba0e0620d27c031938fbc5d906da2	ab	different-language
Кәты ҿырҳасрак иҟамыз амш шә-уск аларгӡон апартизанцәа.	0490e6deab00cb122a33f9113eb870c9d31ff364c28b641111a60a66a7f0d72c	ab	different-language
Ахаҵа ауаҩы акыр иарҳәома, аџьшьара ирҭоите.	05f61f403cbc27b36c3cc923be11ab774ce3d36de6f83cb9c49924a9ab1270d0	ab	????? ???????????? ???????.
Лихардовгьы зҵаарак еиҭанбжьаиршәит.	0738977316edd46f3469f204875a09f44e9d898103aa7e61e8a004748c94a106	ab	?????? ??????? ??????!
Ҳаи, аԥсыхәа ургагьы, аҭоубар улырхыр акәын иуқәнагаз, арахь џьоукы уԥсы ҿырхит акәымзар.	05361e9731b082e503a91040b014f8368b99acefcc953089e4fa67846d4a87a3	ab	grammar-or-spelling
Аҳәарашәа, ишыҟанаҵалацыз еиларқьақьа аҟәардә аԥшьшьапык иаарыбжьатәеит.	059b88434973676a532d0b4910c60f263dc2749c44efbb539fe4ca91447fb22e	ab	grammar-or-spelling
Шәагаала қьаҿқәак, аха иахьынӡаҟаз ишәыгә-шәыгәӡа еинаалаӡақәак ракәын.	0578c715285b7d0cfafcbf96e4e591b13ed538f94ed69176b2df5d614cc40c8d	ab	grammar-or-spelling
Иҭабоит, амра аҵкьыс ари акәараҷҷа рыцҳа заиааихо иҟоума.	06479fe466f5081ba32370e3ede7ee8dee04fb8a20e973f0ea5b8ca8b79c8497	ab	"????????" "?????????" ??? ???????? ??????.
Ажәҩан, зны акеиҳазшәа арӷьарахь иаақәацеит, нас иааҭгылан армарахь игьежьуа аҿынанахеит.	07690518f05a9251a18c5d50dc55a961b63a9af55cb7632afa40753ff1177e76	ab	grammar-or-spelling
Иажәеинраалақәа рыԥхьара даҿын апеременақәа раан ҳакласс аҿтәи ҳпоет.	05a0e4e3b9d85fffb153dad60458fc57dc284f3a0a8bf125ad2cdfc7b95ba7ca	ab	different-language
Акәымзар, ари аулица дахьану, зҿырҟьара злымҳақәа иахшьны иааибаз аӡәы дааигар уабацои?	05160828399443094f0c640e0411a5c5bb8b1e8ee9c0d7c515d941fdc804b052	ab	??? ???? "????????" ???????.
???????? ?? ????? ?????????.
Уаха ателефон сизасроуп, сызкәыхшоу саҳәшьаԥа.	0726e23f1074d9d555e542cfc9eb4fa5e933695c97fa4d512c89e0d9e1cb5b17	ab	different-language
Амра цаӡомызт илхылымԥшкәа.	0745f364803c6749c1b9e04243a2766be9f85dff6b374adf024f18189d220740	ab	grammar-or-spelling
Аниҳәа, сгәырӷьаҵәа иҽуардын сҩантәалеит, иаргьы ахәда дҩықәтәан, аҩныҟа ҳҿыҩаҳхеит.	06eec17852177eb60a3b739f59b1af25edeb5c76d8b566b0ea706ca61556104c	ab	????? ?? ?????????.
Анырҳәоз, ахьымӡӷ угеит акәын иаанагоз, убриаҟара аҳаҭыр лаҟәын уи аԥстәы.	07eb2642108c02a5dd5ee11f569128d68c9e83857dee52c3972842aaeef996be	ab	?? ????? ??????????.
Дегьызеиӷьым ахаҵа, дуаҩыбжаны адәы дықәзырхада?	069caf8fccd24eb0a57932d9784072d8fbddd60009d30dd49eba216ddf9269d8	ab	grammar-or-spelling
Ажәа сылҭеит маи мза нҵәаанӡа аиҭагара далгарц.	0aa7987516eda3fd47aca4819fee85999057080ef56796c751f8e7bc2d08aada	ab	different-language
Жәаха уахык ҷкәынцәақәак рҭан, аҭыԥҳа лразҟ азы цәажәарақәакгьы рымоуп ҳәа сыҟоуп.	0b1cfe8d14774aca128f71483003460efba67ec8931caeb6f44060d4c4f8a61a	ab	grammar-or-spelling
Ашьа илашәоит.	0adba14a7b79d3af4e8879362a7f8e5c1418af97411c27910b9589efb20898d5	ab	grammar-or-spelling
Иҭыԥаҿы дгылеит, иара дызҭахымыз, иусқәа еилазырҩынтуаз даҽаӡәы!	0abcfbee56ed56606ab5a439209bfdcbffef7e49129718f8c145893cf635bd4b	ab	grammar-or-spelling
Аарҩара иқәнакыз амхурсҭақәа иреиԥшны, ицәыббыл-цәыббылӡа ԥсҭҳәақәак аҵан ажәҩангьы.	072ce4981afc33ee6dd8017687b89c6bd21d7323c8afca4819a8386827141630	ab	grammar-or-spelling
Иара имҩа дықәлеит, дфицарын, аурыс ры дрылан.	0b7c7a1b5d1b8bdb02c3f7656be8e82b8a2e7177bda2480c6fd3a7625ee3fe74	ab	grammar-or-spelling
Апрказ суҭоит?	0c3e0af41574adf95abe900dff1041a9652c9cecc8b31d8f952e87cf386f3feb	ab	grammar-or-spelling
Дышьҭысхырц салагеит, аха сымч анымха, снапқәа шлыкәыршаз.	0de5be8fa2637e76ddf64f21cd4a9ab89a4a637a5ff837e6cf94caeaaf7180d3	ab	grammar-or-spelling
Аимхәыцқәа зхьынҳалоу абызкаҭаҳа каҭагьы, иарбан нап ҟазоу усҟак еинрааланы изԥара!	107a67b161bca53a0b73a6e79916f5e980a5416d4c70dfe1d38471e6fc7fd011	ab	grammar-or-spelling
Нас дҩаҵҟьан, инапқәагьы ишьапқәагьы мҩанҵауа, аҭаалым ҟаҵара далагеит.	1053d4269206fe81f5e2560950c84c656b6182a9f772b4299ff9765501de37bc	ab	grammar-or-spelling
Абарҭ зегьы еилкааны иҳарҳәауеит.	0bf55665c1e464606a6171674b84e0c3bf6cf41cdb6f20206f3ee9565f631a63	ab	grammar-or-spelling
Аныбҳәа, сыччаԥшь иаҳагьы исҵәахит.	106899a8d71a30ba1480b354c46c639219b955e75a0b4a62683adea4ba09acc0	ab	grammar-or-spelling
Ақәа анырҭаху адаӷь шьны, агәышҵа аҩада ирханы ишьҭарҵоит ҳәа.	0edd1121b081d911a0cef1c6dd0b3f275de04b468913da44c651f6697f0ff438	ab	different-language
Ақәа анырҭаху адаӷь шьны, агәышҵа аҩада ирханы ишьҭарҵоит ҳәа.	0edd1121b081d911a0cef1c6dd0b3f275de04b468913da44c651f6697f0ff438	ab	???? ???????? ????? ????, ??????? ????? ?????? ?????????? ??? ??????.
Уԥсадгьылаҿ усҟан.	104339cc54e73599c8a6261e988a5e9db24faadf6a0f6ebfca4836c673af24ed	ab	grammar-or-spelling
Ԥшакгьы хьшәашәаӡа икәа-имаӷра инҭахәмарын, ихәыцрақәа даарылнахт.	10a63517ca9ed0d4cf0e069b00b9a452d5af27b44d800588ada499ccfc919e8f	ab	grammar-or-spelling
Аџыр дааҳадгылт.	1116bc375d466419943e5e4bb352a3be403eaa68316d6b5e6fedd148afc3cb01	ab	grammar-or-spelling
Игәеиҭон ихы нарыдкыла, уажәшьҭан зегьы анааимплак дзацәажәаша аӡәыр дысзыԥшаауазар ҳәа.	10412fcca4e50101232db3e365b588f0629f0412f41c431276810160ff44082a	ab	grammar-or-spelling
Иаақәгылалак иаҵыршьуан ажәларқәа рыиашьара арыӷәӷәара.	111948dae5fb5f476a0dbf3a3b1ae05daaf113aaa8823cce5a7e3d1968337aa0	ab	grammar-or-spelling
Иҭихуеит иашьашәалоу ашәарыцацәа, инаалаша абџьар, иауихашҭхуа ала маҵуарқәа!	0b0b2f686474add01f14c4b984fbbfcbaf9111561e096b130ead910fa8d227aa	ab	grammar-or-spelling
Ҽакалашәа ицәажәоит, сыӡрыҩын.	0bf0ff6af9adc329fd4c9b8147ce3678a2e2cc745950de24654e991f254ce7b7	ab	grammar-or-spelling
Сара сахьахәаԥшуа дактили анапести аԥсуа жәеинраала ианалоит.	10afca320f0d1c13f03b33fcc9ec275c8aa771744cec02720815c63a5b9d857e	ab	grammar-or-spelling
Иаамҭазаргь иаамҭамзаргь дшәарыцоит.	1153766c66087e28b85ff7951127cec5d7885ed0dbe77244e2f8d4abb824fc6b	ab	grammar-or-spelling
Аҟәа еиуеиԥшым ахәылԥазқәа рҿы, ма телехәаԥшрала иҩымҭақәа санрыԥхьалак.	10c775c8d32352b7fed0e19dd379c10725798c7396e678979c6fa10d6572eb97	ab	grammar-or-spelling
Ари дымгылар ауп ҳәа, дгылар.	0ceb24aef400b1cd56963af09454f3377a3b4b84cfdb482365294d36d779484e	ab	grammar-or-spelling
Иабахәа, сан, хьаас иҟабымҵаша зыҟабҵозеи!	0ee67aaba987704b410e728bbc55d19a5e69d88ad06fdcffef9d21084b0f6c51	ab	grammar-or-spelling
Сара дсашьоуп, смал.	10fd31f08a0a442db1aa736eba0e448c73322b7c8ae016706d75f592d799ee7e	ab	grammar-or-spelling
Имаҷҩымызт акгьы ҟамлаӡазшәа сзырбарц зҭахыз аҷкәынцәа, аха иалҵуамызт.	0ffaa5bfccd27bc3a347fbc5ab5c4137475ef80935cabd95797fcc7432e8353e	ab	grammar-or-spelling
Ҷәқәоума, еибарыҩуа анаарақәа ирҿоу ҳара ҳажәқәа?	16134afef1ef62f6396a748a42dc33932fe3a9650a4c438142d86b0b718407b5	ab	grammar-or-spelling
Ганҭиади араион аҿы иналак-аалакны аиҿахысрақәа цоит.	1aa690d34efa176a4d47691f080a6922d52e8887695acebbab080f394c4d1640	ab	different-language
Асовет информбиуро аҟнытә!	1b19649b13dd9adfdbc1fb1504e1492dd22d674cc62ac420850d7b22744f26eb	ab	different-language
Уажәы аколхоз уалсцоит ҳәа зоуҳәаз, духыччоит.	1aebf0294e21c9130e45948cb68d70adc36c133a5fa60dc480d53b6ff22fb570	ab	different-language
Ҩынтәхынтә илахьшьны исҵәаӷәеит.	1b33f5c551b5a3690fbd2a81aac3679f1e50c9683730abadd319a7a0027fd859	ab	grammar-or-spelling
Лунин ҩ-ԥаҭликак арыжәтә аниба.	1b856b8d859b9f3fcd8d2e1cfb6e0350d9bee994f3579a881f702f203fd63005	ab	grammar-or-spelling
Ашафиор иватәаз даахьаҳәын, сара даасыхәаԥшит.	1bc64b96a7cf87e59d580e75be9177485a0019cc923dce4c37039a8d474547ae	ab	different-language
Џьам ажәабжьуп ари иуасҳәо.	1c0a13bf2e3038277caf6357484749a5bca707cf44c727e05f0962289c6f039f	ab	grammar-or-spelling
Есааира аҿыц-цәа зхалоз аԥсабара лара лзыҳәа ажәытәра аҿаԥхьа игаган.	1897b739cf2d90df44a3de15b9bf157736568291c2960ef57f8cb2d1fafe28cf	ab	grammar-or-spelling
Убарҭ сзымдыруазҭг ьы, сара зынӡа сыҵацәон.	1af6bed07e24948d864dc3dff996bcb60b8d29061bd31d74e895bfe4afea4c4c	ab	grammar-or-spelling
Аҟәарамҿ аалго далагеит ахьҭа рцәа ианҭанацала.	1ac695f49ea497379f856f5290526301a9095f82905be1aa590d65d13b4db612	ab	grammar-or-spelling
Асовет мчреи, акоммунисттә партиеи, уи аԥызацәеи ирызку ажәеинраалақәа маҷымкәа.	25f0a32687441e7319c24a59d721f82d9596e38905c50e90a67d22f2173fdb67	ab	different-language
жәба	5548459ba6c92b4c7a23d4aca8e7d4eb1a8b89862888aad272230c0a5d03de65	ab	offensive-language
хәба	a4748c644166a8170e52c6a062db8ade5957127c41bad7ed66d0ffc40f84a1dc	ab	offensive-language
фба	f7777ef23857aa418780902ad657075f24feda54dbd4ad2775e1c8f797b4064c	ab	grammar-or-spelling
Уаҩы шьҭахак шуакәыз хутит ожәы!	30d2c8f8ca0e20748adf4d7eefdd6cee10c68c2842c2f733db8c2354e24a1340	ab	grammar-or-spelling
Кадыр, уаргьы амла уҽоумыргани, акгьы умҵам аха.	32ceeb600f3b28d13765b71c9e7839541f80f0e01feb8dbf97a847c23b0ad85e	ab	difficult-pronounce
Ацәгьамыцәгьа ҿаԥызҽуа асатирагьы есқьынагьы аҽарҿыцлар акәзар ҟалап, даҽа знеишьақәак.	3b519e97ac2ce598d8761789063099395df3b26560d56a8a1d94d536df9b5189	ab	grammar-or-spelling
Ауаҩы ихала днымҳароуп.	3ee42c0f089fd6e7a5b4c9625c38a3653c1809cd33449f9eb14ebb968a90f12f	ab	grammar-or-spelling
Ус дыҟан ҭаацәарала, насыԥла, зегьрыла дҭәы-дыԥҳа дахьынӡаҟаз.	400f52c848255d8a140e566e4a9f638a3621fb36dc5ad8c9d85e6cddedf809a8	ab	grammar-or-spelling
Бҭамлан, иаӷьуп, ихьшәашәоуп, бегьзыруам.	415cc488da6c2164d4ef090436d304583d6cc750c55a1b95914bcb60008da910	ab	grammar-or-spelling
Уи азы аҿырԥштәқәа ааҳгар ауеит ажәлар рҿаԥыцтә поезиеи апоетцәа рҩымҭақәеи рахьынтә.	3f83121921e74794730eedeacf35d348a272bed163094e74b826b058e1b6043e	ab	offensive-language
Амрагьы иагаҩы аилаҳахьеит, аха узланеиуазеи иара ахьыҟоу?	49aa288c51b62e46f43beeddff4eedb7d9b93b9d168f10814275f3d6e5bdd494	ab	grammar-or-spelling
ԥшьба	84c36b467b19afb607756a7a6edab111a889a487d26583eed3f47d2fcbca123a	ab	offensive-language
ԥшьба	84c36b467b19afb607756a7a6edab111a889a487d26583eed3f47d2fcbca123a	ab	grammar-or-spelling
ԥшьба	84c36b467b19afb607756a7a6edab111a889a487d26583eed3f47d2fcbca123a	ab	different-language
ԥшьба	84c36b467b19afb607756a7a6edab111a889a487d26583eed3f47d2fcbca123a	ab	difficult-pronounce
Дхынҳәит ахәгьыаҿгьы сықәылмырԥшит ҳәа.	6f16316fbbbcb16558337b16126243cb8ca4c6ebac617fa23b102579ca510fac	ab	grammar-or-spelling
Адабла исызшәа иҿы ҩеицаԥан, иавтомат ахы апогреб илҭакны инацәа ааҵаирӷәӷәеит.	842f659931167c2bfc3fbb41579d1212317409bd2f94623b3186587ee0b37fba	ab	grammar-or-spelling
Ауаҩы иԥсы ҭанаҵы, изыхҟьозаалак, иалшоит акырынтә дыԥсыр, акырынтәгьы иԥсы еиҭаҭалахыр.	85a21fdb294a8176a31951790dc38f2a6115266c878c6fa310d4a03f23501bfd	ab	grammar-or-spelling
Чаӷьыр ахьынӡаҳацу акәзар ҟалап ауаҩы ҳәа ҳхы иазаҳҳәалар азин ахьынӡаҳамоу.	802055a4a1d770aee55cec590105f4f323571674199beaec0978021ba0bce3b1	ab	grammar-or-spelling
Раԥхьа иккаӡа инашьҭыз апарк ишҭаларыз рхашҭны, атротуар агәҭаҵәҟьа иқәгылан.	7c664d136166633865d0f8dedae63e9a88a4b7d8c2085b23c78f45b388bd5299	ab	different-language
Лшьапқәа лыҵнахт иааҩыз, дашьит.	8826a6f38c603f936b4b747e781edf32379533bcca9c5093dd0a7590babcf263	ab	grammar-or-spelling
Еснагь, ҿыц иӡәӡәоу амаҭәа афҩы хаа зхаз лкасала еилфаҷа иҵакыз лхахәы ҟәашӡа ишлахьан.	83d9a65212f7628d5aeff20dc1cffee6128ede2cbdb3331f32bc627a584e9dd0	ab	grammar-or-spelling
Аҽазны еиԥшымкәа иҵаан аказен шәы иалаз.	88f60c7f3bf9e33ccabb1ae5d3ea1481f14158c84c3aeb4ff54b8db47ecc8f92	ab	grammar-or-spelling
Дунеигьы дахысит, абар, уажә дуаҩхан.	87ae6b7e10cacdb66e2883e4e16d195d743dab400deb8d30685b42473d63f0df	ab	grammar-or-spelling
ааба	14b9a6e1bed033bc5c2e57b7d8ba2d67416c49d4d989dd1123bb5e90068395c4	ab	offensive-language
Ашәҟәыҩҩы згәаӷ имоу, икалам зышҳаму, зцәа каӡа изхихуа даҽа уаауп.	005834f23f0bc3ed3c2b1d0578b168bb6107eaecf214980669623bfd4998e092	ab	????????? ????? ????, ?????? ???????, ???? ????? ??????? ???? ?????.
