sentence	sentence_id	locale	reason
Өфөләге больницала ла йыш ятып Iлйта башланы шикелле	821a0d8bc4964217c46765c9533e57042dd4d815c6cde3b995e29dbedf93432b	ba	grammar-or-spelling
ровтың күңелһеҙ йөҙөн онота алмай	86c9f0bc6e2168fc87f5a25e03dad3ab4094604ee2ac1fd91d61208b2700a985	ba	??????? ??????? ??????? ????? ???????) 
дарҙы беләм мин, хәйләкәрһегеҙме әллә түҙемлеһегеҙме, j беҙҙең кеүек ҡыҙыу баштарҙы тиҙ һыуындыраһығыҙ	8831ef05253672fdcf77618618d6fd635a6d75090bf068908a14c14578027d2b	ba	grammar-or-spelling
Әле һиңә һуңлап шылтыратыуымдың да ғилләһе шул инс	785e17f7f9a1bc7ad23e8dbcbd8f093ee06f6d5fbc9218abfb79f0be8de3043a	ba	grammar-or-spelling
Өфөләге больницала ла йыш ятып Iлйта башланы шикелле	821a0d8bc4964217c46765c9533e57042dd4d815c6cde3b995e29dbedf93432b	ba	grammar-or-spelling
Нурихановтың тәне щралып барған кеүек ине	69fcea9e3ea120d7014dd075019c6199528ea7c8ea04057db01cbc90827eab42	ba	grammar-or-spelling
Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	ba	grammar-or-spelling
Брежнсн заманында, исмаһам, -бөтәһе лә етеш булды	84e2c3087dffa36ed96d504fff10c3da5350e23e1efe5e850124d926f9d59d0b	ba	grammar-or-spelling
— Оләсәй-олатайҙары иҫән булһа бер хәл.	7fc3045fc46daddd70ef0fb6064b472d16b37eab625ea9d011c7742e3b0cd78f	ba	grammar-or-spelling
Ярата ул ярты һүҙҙән үк шпап торған зирәк кешеләрҙе	8da3b3b38a1c860ce8cf44d97ae3becf249b8f04fe2bba05db9fe46ba0ae2e09	ba	grammar-or-spelling
— Ғәжәләнеүемде йәшерә алманым.	937e61ac87a4370ed85aa6396b64cc0c2c11f18e8fb9e25360dbd7f58e966648	ba	grammar-or-spelling
Халыҡ хужалығын тергеҙергә кәрәк пие бит	7976c31d2b6d4e6680cdf7e13b98f8e57ed99d4bddd508ae8dcbb434bfec0c79	ba	grammar-or-spelling
Ошо чәлгә дүртәүләп ҡыуаныштылар	6949f27702cc645d237e17e218b61c5ddba0a798561f1bbdf0e3e6121535749f	ba	grammar-or-spelling
Әлбиттә, үтеп кермәгән миноге юҡ	8fcc4187471acce14f69a414b673c94e01fd37f3fd601d922cfc82bce0f52fe2	ba	grammar-or-spelling
Тәүҙә ҡурҡытып кырандасты и,ша төрттөрөп үтергә булған шикелле	849143969363c25c42aef9e406974afb22bb029b910c44bb7e378090c72ea711	ba	grammar-or-spelling
Токорҙо һиңә Таштимер	7437bfdd4ddd3100c1a8158f90ef2867bb47edeae3472984c18d71487916e9cd	ba	grammar-or-spelling
Ул көндө кәргә генә ҡ ц д ы р инде	62985b666a6637169dd2017cdc9e09ba947dd75b3b482ee8743fbf5229721747	ba	grammar-or-spelling
Уныһы теге академ мыр­ ҙаны ҡарғай	95a5ad5e25872dd9ad342983faf49d2c8894f104f6a62ec431a3bcbc428bb44e	ba	grammar-or-spelling
Нурихановтың тәне щралып барған кеүек ине	69fcea9e3ea120d7014dd075019c6199528ea7c8ea04057db01cbc90827eab42	ba	grammar-or-spelling
Ә бит нисегерәк ҡотортто, өгөтләне Ғилман- чы шул эште башларға	9fbcdab7597077574a722bfe4695d0adf121c46e98dbf4b3966af4c8ce2e4920	ba	grammar-or-spelling
Беҙҙең ҡартлас, беренсене әйтәм, хәҙер сетерекле мәсьә­ ләләргә ҡыҫылмаҫ, моғайын	9a062266a36948e2c8e15f7d54e2b90db67c8720b6b3bed45b42ff9404f6ec0e	ba	grammar-or-spelling
Әле һиңә һуңлап шылтыратыуымдың да ғилләһе шул инс	785e17f7f9a1bc7ad23e8dbcbd8f093ee06f6d5fbc9218abfb79f0be8de3043a	ba	grammar-or-spelling
Элегерәк кеше ло батҡан, тиҙәр	9c414921270e61ad1905a13a395504c5cf7d5a95fdd552a7950cb3dabc2a50d4	ba	grammar-or-spelling
Әк­ рен генә сәй эсте	8ea4330065c1120483e916da7ea0b3dd47b747b2b47e026bbcedabc60562ac46	ba	grammar-or-spelling
Гнҙерәк дуҫтарын ҡотҡарырға кәрәк	8534dd5d981711088d9095c2962fa4f6643c676a574b68e1750751063a9d5fc9	ba	grammar-or-spelling
Нурихановтың тәне щралып барған кеүек ине	69fcea9e3ea120d7014dd075019c6199528ea7c8ea04057db01cbc90827eab42	ba	grammar-or-spelling
Тик бына был опус дөрөҫ булмаһа ла, халыҡ фекерен тупларға етә ҡала	8d1dc8ed8140488b50b8f270b8060aab8c218c030bf50fcc5320e39df5340924	ba	grammar-or-spelling
Мәш ҡатын баш врачтың һүҙҙәренә иғтибар итмәне, үҙ	ac697207ff87b269b4c3ffd27a53eab65011d1960661dc6c58e1236bc71725c1	ba	grammar-or-spelling
Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	ba	grammar-or-spelling
Әҙерләп ҡуя- саҡтар	adac6688991f4bd9a34f5255738d94585ae69ea74c13ccffcfee537362efbb6a	ba	grammar-or-spelling
Мәрғүбә листовкаларҙы торба яһап төрөп ҡултыҡ аҫтыпм ҡыҫтырҙы ла ишеккә атланы	8a60b4992635a381313a335afc25fb65b0d20a8354fa110355278a49c21cf70c	ba	grammar-or-spelling
Ильяс менән Фәрит исемле малайҙарығыҙ бигерәк сос икән, ти.	c0fa2135e57ae917be7739bc351a52b24a019331309bc11fbf3452a406ea444c	ba	grammar-or-spelling
— Үәт шунда уҡырға инергә тырыш.	ad91f9992a6370addb53ab116781a71a59a6db265496ef0c966b381df6dd6101	ba	offensive-language
Белмәйем, бәлки, ағыр йәштәр ағып бөткәндер ҙә.	bae629df80079bf0595f4d88637300b519af1491b1b961a0a4a7cf2e9a71b029	ba	offensive-language
Ә бына Гөлшанды ш аһы атаҡлы Арынбаҫаров булғаны өсөн урлап алып киттеләр	cd437cba9270037a4120114065877517bdc669fd4b24df9b802b8f2271672960	ba	grammar-or-spelling
Теғе баштан Ҡотлобаев:	bc858f0b68fa403126e0dc382dd80085450c18e860064cdfc83e44a76acdd8d0	ba	grammar-or-spelling
Осонсө ҡатҡа күтәрелеп, лифттан сығыуға:	cdec00350a266dd7fe584040f042d4b1bb1208786ff32b56888447e9da065aa0	ba	grammar-or-spelling
Тал араларында нпш гар сырҡылдаша	d283a8fdaee865ea2aa0edab1aaae63180d4c3ec805b7b97f2cfc5b417cfdc98	ba	grammar-or-spelling
Профессор тәҙрә төбөндә ҡалын бер пачка булып туҙан- шыл ятҡан ҡағыҙға иғтибар итте	51142506899c47837aa27690a7da420639f00f3b5fe7bebe2e2958b2b250a01f	ba	grammar-or-spelling
Р АПО советы председателе Арғынбаев тороп баҫты	b2a46fd01c2dfeac3374b6e762f54ead23ef442102669d76f9ae8f97b16acb96	ba	grammar-or-spelling
Был фекер туплау өсөн мөмкинлек ипрср	f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	ba	grammar-or-spelling
Апайым, ағайҙарым ҡаршы булһа ла, тегеләр беҙҙе алып китергә тәким күндерҙе.	c14bb14afa3c75c25259656d07c8b8de7fe3c9b70f799cbd513e341a4d559f38	ba	grammar-or-spelling
Арынбаҫаровты икенсе көнөндә үк газетаға ла сәпәп иөрҙө	c2a4a16fd1de2cb785685521295aeab5a18d367ee8d6e0fbec87ac630e3ce5ce	ba	grammar-or-spelling
Беҙ бер ниҙә тимәнем.	e7f5ae96668d9fb4022616ca8e1859b9b33d0aed1c2ea8307fd802d27d9fb24a	ba	grammar-or-spelling
ИИМнрга гына яуап бирәсәк ул	ed03a2cd35e280434967981f7a1ef01f4ca931cc2a5a9f1ba9d5a16286ec963a	ba	grammar-or-spelling
Һ ин п	e91eaf42681a59087b79dccce55f2af0db10b0a5e2ddd39e5e5171569a95bdee	ba	grammar-or-spelling
Ара- оирыпда аңлағандары, аңламағандары бар	d16d3fa672cf40c56cc49d34c3d146cdc76d227e1345bf56a4668dc59c2488e1	ba	grammar-or-spelling
Балшишмә һыуын эсеп, бер- ооребеҙҙе ташламаҫҡа ант иттек	eea039fa29e6755dd21eddb644ed4300419750a8e0721d6439f6dc5972350992	ba	grammar-or-spelling
Гөлшандан ү,ю шелтә лә алып өлгөрҙө:	e38f6c2608dfc983dbb5415df72efbeb0ca7b51ccf1a5fbc000752c0213a5501	ba	grammar-or-spelling
Ҡыҙҙар, осона-осона, Ҡаҙнабаевгы алмашлап үбеп алды	e3047e69e7f4b2ebc736b3444a97c54b88d2ad9f4465954e73e4d8a877b8836f	ba	grammar-or-spelling
Үҙ алдына моңһоу М	01c89d1f2e47d6e05c2e54f29e08caf1749dc235a2ef801670a78ae20bfc1784	ba	grammar-or-spelling
— һин мына, һеғыем, бер нәмә лә эшләмәйһең шул	01b89ab82f786800e05c1fffdca6e20a3d32bc4089728f420326972ebe280c5d	ba	grammar-or-spelling
Бәүелдереп, бәүелдереберәк үт	017eb4582c0d66a888bb38506595a92f78995f90bd3b75527d7bd642417b0814	ba	grammar-or-spelling
Етмәһә, түшәгенән урып бирә	ffdc5a6c24d159778ae9276b7ef0955b50f4a228e9b9c1ab27a439db0fc440f6	ba	grammar-or-spelling
Шылт Ип- ш дә тауыш юҡ	0185114a094a2b1fcd5d42e132a6a3bd12141442bdc2cd82e041ad569b7cc9c5	ba	grammar-or-spelling
Һында һауа дымлы, һалҡынса, үҙеңде таш һандыҡ әсемдә кеүек һиҙәһең	fb62c1dd669feb65e33e7f7b1ba518df3f7096453cf2c483b56017fb3c8e2060	ba	grammar-or-spelling
Һ ин п	e91eaf42681a59087b79dccce55f2af0db10b0a5e2ddd39e5e5171569a95bdee	ba	grammar-or-spelling
И ш ек үҙе лә аслып китте, ләкин тышҡа ырғыған кеше юк ине	fd5f12f2ecdb0db98dc4cbc10752a91689bf4d2ae4704ed3b310aa93214f7675	ba	grammar-or-spelling
ВИИирен киреп ебәрҙе	0166a99d5b9628a7c0ab8a4d55367642a148c06bf161f13d3a1378c760c34afb	ba	grammar-or-spelling
Бер тиыгыҙ бында, икенсеһе тегендә	0184d2fe7de3e838f092ccad3905eb1f02192bfd98509e60ee1b0692868da55a	ba	grammar-or-spelling
Теғе баштан Ҡотлобаев:	bc858f0b68fa403126e0dc382dd80085450c18e860064cdfc83e44a76acdd8d0	ba	grammar-or-spelling
Был көндән башлап бөтөнләй тынғылым юғалды.	ff64dcb7cfb492c58934e0f9841c2d872e3797515e1acaf6240419dbc71d03cd	ba	grammar-or-spelling
Үҙе ҙур ҙа түгел, әммә түңәрәк кенә	ce065630db312ced79f1a575ac93380167a0e3c74a010095d16b89184118cc9a	ba	grammar-or-spelling
Иғтибарлыраҡ ҡараһа, алғы рәттәрҙә баяғы таныш ир троп баҫҡан	df403f2aa1a1dc1a2272bd0de498e8d690ec92b4e3445a502a906b16a9afcd66	ba	grammar-or-spelling
Был фекер туплау өсөн мөмкинлек ипрср	f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	ba	grammar-or-spelling
Осонсө ҡатҡа күтәрелеп, лифттан сығыуға:	cdec00350a266dd7fe584040f042d4b1bb1208786ff32b56888447e9da065aa0	ba	grammar-or-spelling
Янында торгам биҙрәне тиҙерәк шишмә һыуына сумырҙы	e6a088db2822f4159f69e2cb74958598bd2e9464d56fe443650d531f90812b23	ba	grammar-or-spelling
Гөлшандан ү,ю шелтә лә алып өлгөрҙө:	e38f6c2608dfc983dbb5415df72efbeb0ca7b51ccf1a5fbc000752c0213a5501	ba	grammar-or-spelling
Ул шунда ята, ләкин бер ваҡытта ла ҡыҙыҡай нимә яҙған­ лығы менән ҡыҙыҡһынғаны юҡ	07ec00a866020754e3796a2ff28fb4dbed8fc1685e4d3703a4d8d13eb525c42e	ba	grammar-or-spelling
Арыҫлан Рәхмәтулловичты яратып шидылар	30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	ba	grammar-or-spelling
Булмаҫ та, арттыраһығщыр	17ecaa88586954c4faf014da916b30f48fa1f672c9cd8a9f14cf0768af579eb3	ba	grammar-or-spelling
— Ул Ҡаҙнабаев алдына бынан бер нисә көн элек Арынбаҫароп һалған ватмандың ксерокопияһын шылдырҙы	371f4fdd4b9e5f78c7c7b2e99e923784429a811efdc748833b1dc3613e30b43d	ba	grammar-or-spelling
Хәҙер инде нгулция Һармаҡҡа ла аңлашыла	0e9926f43165f2ad4d08b7879812bcf8693c1348280d73127badd31e03686d8f	ba	grammar-or-spelling
Әлеге дуҫтар нрҙам итте инде	44c006d0ede33726e9338602ca48f5041e6a1c3b93e8e541e2d259343d075bb4	ba	grammar-or-spelling
Кем халыҡ депутат- иыгына үтер, уныһын да ҡарап ҡарарҙар	2418b5a838500e8ae6bc56d43a4409440764f1de95f5861914e9e8bede1d679f	ba	grammar-or-spelling
Каҙнабаев кабинетында кеше күп түгел ине: партбюро икрстцры Сибәғәтуллина, СТК-нан Яманһаров, профсоюз	3bc1258b94469b95e6ebc5ee388d5cf6ba1e81b158e2fa189a96b7fc31894298	ba	grammar-or-spelling
Ә улар китһә, ш	4c69315cbd464553ca14548fb5de8b7fb233659cc6a51f678f142c73a2ea15ff	ba	grammar-or-spelling
Марттың уньгада үлә	337d1dab27da4abb7a91ea6e1ec5b3a59181a27c0549ba2494c7df8760d76053	ba	grammar-or-spelling
Әммә мин ебем ҡала торғандарҙан түгел	1a1f306003963b0a494be02d0cd89e8238f0274b83e56b78f198dd1701c3cfb3	ba	grammar-or-spelling
Марттың уньгада үлә	337d1dab27da4abb7a91ea6e1ec5b3a59181a27c0549ba2494c7df8760d76053	ba	grammar-or-spelling
Һ ин п	e91eaf42681a59087b79dccce55f2af0db10b0a5e2ddd39e5e5171569a95bdee	ba	grammar-or-spelling
Ҡатынының панамаһын үрелеп алың алма ботағына элде	41d0ff5d6bd5f794914025407ca78a150c632dba4e0f0336910586ff0e517945	ba	grammar-or-spelling
Килеп, Мәүсиләнең ҡулын үҙене- кепә алды	52afe6e6ce95cff80a9e5fe31c78d1ab2e2cf98bae48c3c02b7d0bc2daf97d3d	ba	grammar-or-spelling
Каҙнабаев кабинетында кеше күп түгел ине: партбюро икрстцры Сибәғәтуллина, СТК-нан Яманһаров, профсоюз	3bc1258b94469b95e6ebc5ee388d5cf6ba1e81b158e2fa189a96b7fc31894298	ba	grammar-or-spelling
Әлкә комитет секретары уның буҙарыуын үҙенсә щлапы шикелле:	312a090b6d5b312b5a54e48bc55c5463a1da1208984458b51444f5f09a5942c8	ba	grammar-or-spelling
Мине институтта лек- нпялар көтә	42ebe5c0c911c713c39313565b996d7ce39bf1a599e69542e0fdce1fb385e684	ba	grammar-or-spelling
Уның уҙ закондары бар	4a6650f53c8b716114b5db0ca7556eb035a737dc11b1009670cd0e51c632261f	ba	grammar-or-spelling
Ул бынан бер нисә көн элек Арынбаҫаров мгиан булған осрашыуҙы хәтерләне	5b8838968f8823313fb0a10a00724c025670b770aefa1ef2ef8f362e8577a722	ba	grammar-or-spelling
Әлкә комитет секретары уның буҙарыуын үҙенсә щлапы шикелле:	312a090b6d5b312b5a54e48bc55c5463a1da1208984458b51444f5f09a5942c8	ba	grammar-or-spelling
Нмл тағы ҡабатланды	4fcf55fc0642eb4a4a01c4d573a6db7c2ed3eef231fc442fa9ed2b3d41162fde	ba	grammar-or-spelling
Вадик, кеҫәңдәге ҡалған а-аҡыны би әле	64e71510c7b837174acfc741ff924dc35b167f4001f8510e40a95c353cd55f80	ba	grammar-or-spelling
Тиҙерәк ауыл Советынан сығырға ла, ат егә һалып, шул Аҡтүбәгә елдерергә ине	5a6dde616503a6969c606d18f6d82e480e690ebf3ff5b525f42c9a02155dedfd	ba	grammar-or-spelling
Хитта Элемтә производство-техник идаралыҡта ла	66732eb76235b8445d091b10a8a8391d5e322263578422fadd98202e17d8bfb1	ba	grammar-or-spelling
— Бар, кит, күҙем- Ш Юшл	3ca794471852e6e7aa3b536c15a8f2443f117f91a06fe5f6b4d31b297218462d	ba	grammar-or-spelling
ШДЭ туҙылып ятҡан ҡағыҙҙар араһынан ошо ватманды һурып алып, ун биш меңде төрә	3fb5ca1f9762b9b9417c87922761897326d307a5e85270f2506b3cb3f580d17e	ba	grammar-or-spelling
Нмл тағы ҡабатланды	4fcf55fc0642eb4a4a01c4d573a6db7c2ed3eef231fc442fa9ed2b3d41162fde	ba	grammar-or-spelling
Ул яңы ғына бирелгән ыштанын кейем алған ине.	49fe6e62723eabcea7dd27f4f6ffa04a1bd341d4c964f2e9a15fbc1175a4dfa9	ba	grammar-or-spelling
— Ә миңә? — тинем аптырам.	6da987e764de5addae1c10a719d16d366f3cf969f1320ee30cef1dcb4ae091ef	ba	grammar-or-spelling
Әлкә комитет секретары уның буҙарыуын үҙенсә щлапы шикелле:	312a090b6d5b312b5a54e48bc55c5463a1da1208984458b51444f5f09a5942c8	ba	grammar-or-spelling
Ҡәһәр генә һуҡһын һу- гышты	67eb66006bbb2932bafc0119fa0db0538c8c00f3a8c971fea2da4f5567fc1643	ba	grammar-or-spelling
Әле һиңә һуңлап шылтыратыуымдың да ғилләһе шул инс	785e17f7f9a1bc7ad23e8dbcbd8f093ee06f6d5fbc9218abfb79f0be8de3043a	ba	grammar-or-spelling
Мша килеп етерҙәр	6985ccafe991e69d30b4ec560f768900da42acad21fc39e65b372c7e7fe2eaab	ba	grammar-or-spelling
Кем белә, бәлки, яратыптыр? Юҡ, был мәсьәләне ҡуя ал-	74b2ce517abbef5a1691defa8e40009fd1616853a5516c38f60c766a3238cb5a	ba	grammar-or-spelling
Әлфиә лә бер аҙҙан уньщ янына килеп баҫты	70530cb38d6131ebb66df08f046da9174c795732956fa847a5d822ace6977683	ba	grammar-or-spelling
Әлеге лә баяғы, пробле маға бер яҡлы ҡарау булып ҡалды	6b901a19f4a5da7508fb40776db594b3cb14eb2770b9ecb6aa194e5dde3935cd	ba	grammar-or-spelling
Бөтәһе лә һораулы ҡараштарын Лрыибаҫаровҡа төбәне	590534ff0b06b61c629b4dfd83ba929dc5e6c7b73c70ee69d1a442c880850a0d	ba	grammar-or-spelling
? Анау әкиәттәге кеүек, ауылым янына осор ҙа китер инем.	70041237822ecdcf28292beb76557322f79530952fdf1d26334f53e491990424	ba	grammar-or-spelling
— Үҙегеҙ бит, Ғилман Сәмерханович, такое скажете, ят та үл инде прям	7b72648ffc4c0e1ca0289c2dd16d5792f0321a7fc7f3d0089a56281f4b90284b	ba	grammar-or-spelling
Ауырыуҙың сырмалған башын көс-хәл иенән күтәрҙеләр	875b3252c6f64580d661d8d606786394d278591e36590266d80b391525d00c35	ba	grammar-or-spelling
Уның уҙ закондары бар	4a6650f53c8b716114b5db0ca7556eb035a737dc11b1009670cd0e51c632261f	ba	grammar-or-spelling
Гнҙерәк дуҫтарын ҡотҡарырға кәрәк	8534dd5d981711088d9095c2962fa4f6643c676a574b68e1750751063a9d5fc9	ba	grammar-or-spelling
Ишетәһеңме? Аҙаҡ бешергән һурпаңды үҙеңә һемерергә тура килә	a6db440c834175d022ee1a9e618929027bc63a44c0eac8b432d5fbf0e0dfcb3e	ba	grammar-or-spelling
— Юҡ, әйҙә ай буйына детдомда иҙән йыуһындар!	a5e25c9e7a83c36947c0d4461ff889fec9bda32db662867115500233e7cfec25	ba	grammar-or-spelling
Шунда лүрәнәләр араһында ҡыҫылып саҡ үлмәне	a7c92c272698d998f0e977e69b0fd6c712cf77f7341e899c14824dbe82d98f19	ba	grammar-or-spelling
Папкаһынан үҙе менән килтергән ғилми хеҙмәттәр, карталар сығарьнт һала башлағайны ла, Айытҡолов тыйҙы:	aa21905459dff043722b7a4a9135797712170c09c003f82fdf84328f70a6768c	ba	grammar-or-spelling
Ошо хәле Флүрәнс ҡурҡыуға һала ла инде	9eadbbf18ada49f2e8b2c35e59908fa67dacc0b856d16f8a8bbc10a024bcd74d	ba	grammar-or-spelling
Бында әле мөпимерәк эштәр бар	a0be0b4ee216347fe72832d6868b9b24ff77f6546ebc484ca3334aaf89c4053e	ba	grammar-or-spelling
Ахмаҡ, тилебәрән орлоғо ашаған, шуны ла шишмаган	a830fc3211d8c8336090e6d71f82fa42ada44f868bb1c9b2ecc2c89a5b4e0e84	ba	grammar-or-spelling
Ә бит нисегерәк ҡотортто, өгөтләне Ғилман- чы шул эште башларға	9fbcdab7597077574a722bfe4695d0adf121c46e98dbf4b3966af4c8ce2e4920	ba	grammar-or-spelling
Ғәфү ни ыд, Арыҫлан Рәхмәтуллович	b775517f3387b6e7feec04de9dadedbdf97ae3f75840cadce5144356a695dc8d	ba	grammar-or-spelling
Ғәрсел кнртластың күтәреп һуғып сығып китеүе лә ихтимал	af2753585d045d523621b05804b8ff5d9390535ec2a49ed04cfbaccd6b9992f3	ba	grammar-or-spelling
Тиҙотте, иҙеүҙәрен элде	b3018b51471508d0fae1ed17de87c5146188ef6bb2ea54b1de1a6e08dbe62af6	ba	grammar-or-spelling
Ошонан ҡыҙыҡ табып, и к е һ е лә рәхәтләнеп колә	b5d6aaff43cbb02e7e03a1d1499ff92126c8b3018f29ff3dad2678363ddd5a30	ba	grammar-or-spelling
Әлкә комитет секретары сәғәтенә ҡарап алды:	b50774836fd0618326350a7194f9d8019b96520742c63ae77af472084f5bd05c	ba	grammar-or-spelling
Әлбиттә, үтеп кермәгән миноге юҡ	8fcc4187471acce14f69a414b673c94e01fd37f3fd601d922cfc82bce0f52fe2	ba	grammar-or-spelling
— Мәғәнәһен дә аңлатып бирегеҙ инде, Хәйрулла Иб­	9da3df8fc2809061eb82a4ab8e657ed99bf9471bd2815ee73eb3e0c82e2d10e7	ba	grammar-or-spelling
Ә үҙеңр ярҙам	655f81d5806f654b0e6f67907e4bea78e5133cf3f63a681bad57faee86d4ddac	ba	grammar-or-spelling
Аҙағыраҡ уның яҙмышындағы ҡот осҡос хәлде бел- ннор	a82a4499029c5778f2836b50bd85c619f671316a017a088bd7acaa268952840f	ba	grammar-or-spelling
Мәш ҡатын баш врачтың һүҙҙәренә иғтибар итмәне, үҙ	ac697207ff87b269b4c3ffd27a53eab65011d1960661dc6c58e1236bc71725c1	ba	grammar-or-spelling
— Врач ҡатын сестраларына ҡырҡа күрһәтмәләр нирҙе, тегеләре төрлөһө-төрлө яҡҡа сығып сәселде	b876c997fbb7bb7f424a99d81e2b139c6af0c2957c386c297958b7b02ab655fd	ba	grammar-or-spelling
Кемгә нисектер, әмм минең өсөн һеҙҙең кеүек етәксе башҡа булмаясаҡ	b9574bf58d01c1049c77aa5529a4202e810837b3b309f226750123b5e6ed18fc	ba	grammar-or-spelling
Арынбаҫаров графиндан һыу эсте, көлөмһөрәп, бармак янаны:	b37ce75a4fca22e244394d232017137d1c75fa8bd3b0f0aa0d5990fa55da8945	ba	grammar-or-spelling
КРимма яурындарын һелкетте	aec8b267a4d54ab3a3ef525bf47ec280fea3c8da43e70a4dabe00bc35027249d	ba	grammar-or-spelling
Ну сибәр, суҡынғыр, ысынлап та килмәгән-ет- мәгән ере тоҡ шул	a0725335fcd9159772aefb966eb292e3f29f5fd0c0ba90c070bf49f5f1be4eb4	ba	grammar-or-spelling
Уга берәү ҙә яуап бирмәне	aedc7528f3847416beaef580c6dc49c579fb9f9e2b7d3c3112057de9e9497526	ba	grammar-or-spelling
Арынбаҫаровты икенсе көнөндә үк газетаға ла сәпәп иөрҙө	c2a4a16fd1de2cb785685521295aeab5a18d367ee8d6e0fbec87ac630e3ce5ce	ba	grammar-or-spelling
Ауырыуҙың сырмалған башын көс-хәл иенән күтәрҙеләр	875b3252c6f64580d661d8d606786394d278591e36590266d80b391525d00c35	ba	grammar-or-spelling
— Ә ниңә аптырарға, беҙҙең беренсенең, Илғужа Ғи- пиәтовичтың, яратҡан кешеһе бит	c507fa0080b19bb73cd8940e2aa56ef315a177c90cc75d93c451b294dfb96db2	ba	grammar-or-spelling
Беҙҙән күпкә олораҡ булғас, көрәктәй ҡулдарын улға-һулға һелтәргә оҫта.	c80ada5b263d54f284e0d740ff53fb7d92aae1caed06c44b7c5294cd13e1df55	ba	grammar-or-spelling
Беҙгә уның Һир нәмәһе ҡәҙерле	b13d3cc3567bc8e50fc550db41303c0a78547ca36d224d3852594a9b82aa716b	ba	grammar-or-spelling
Ул инде беҙгә лә күрһәтеп ботә	bf11561167ebb802a01cc929f2ed6fbd1714fc504ed2e0bd6f97032fd6d718f5	ba	grammar-or-spelling
Сөнки гөнаһ үҙҙәрене- кс, халыҡ алдында оят	cbec4acaea1eacb7ef74607eeadf985242de451e42baa7c8df27414d36b47b80	ba	grammar-or-spelling
Шаңҡытылған балыҡ һымаҡ, креслоһында иҫәңгерәп ултырыуын дауам тте	cf9da9a3b0fd9362167cc1fb81a14b0a3a584ad1a02ee6678a8d4e9c0c65fdb3	ba	grammar-or-spelling
Ул юл ситендәге Ҙур ак ташҡа ултырҙы	a7fb35a385d4756505eab11e38a80969fd4c52f9e537bd5286988996562aac46	ba	grammar-or-spelling
Ҡулын болғаньҙ, профессор ҙа уға яуап бирҙе	d700367c3232c6968ae3d7bc284ea3e547eeb5f3af48b2af845d89d711191aa8	ba	grammar-or-spelling
Китте сыр-сыу, китте ҡымғырыз	d205bc37599f9634c4c201fb271a5f5d494bfa6f45d0b4c20737a03c60cedc9f	ba	grammar-or-spelling
ВИИирен киреп ебәрҙе	0166a99d5b9628a7c0ab8a4d55367642a148c06bf161f13d3a1378c760c34afb	ba	grammar-or-spelling
Һында һауа дымлы, һалҡынса, үҙеңде таш һандыҡ әсемдә кеүек һиҙәһең	fb62c1dd669feb65e33e7f7b1ba518df3f7096453cf2c483b56017fb3c8e2060	ba	grammar-or-spelling
Хәҙер дүртенсе курсты тамамланыҡ, һуңғыһы Хила	0da9ff5b34a5f028aa9e629ad41350e96bd4f86dd68401db655cd61edc099225	ba	grammar-or-spelling
Тегеһе ике- мәнеп торманы, һаҡлыҡ менән генә Бибинурҙы ҡосаҡлап алды	0aa15870227b2cc66b450d5cd0c73c20b48c7ee46fc426c323a5fab8448092ef	ba	grammar-or-spelling
Бинең эш түгел	0c6da2e986dd2316954525ef79422766865f475cb565bb64782ab353bb10990e	ba	grammar-or-spelling
Һитәһенә лә атаҡлы профессор булып бөтөргә тимәгән	ff786189fdd34603c7bb1f04c6e0a5bb89459650338d4ea9ec179dd8619c876b	ba	grammar-or-spelling
Хәҙер инде нгулция Һармаҡҡа ла аңлашыла	0e9926f43165f2ad4d08b7879812bcf8693c1348280d73127badd31e03686d8f	ba	grammar-or-spelling
Ә инде депутат итен үткәрмәҫкә бөтә көстәрен һаласаҡтар	069e277e6b76115826f21e5d8d7b1d75fb1737281753d51d7739b5a62da0a1e7	ba	grammar-or-spelling
Ошонда юлға сыҡҡанда гына әллә нимәләр эшләр, шашыныр кеүек ине	1045872e8328351ad6ebe7ea93e013b0938f682c5ea16b6cb1a180c6762a03da	ba	grammar-or-spelling
Ризалыҡ биреүе лә ана шул ҡала газетаһындагы мәҡәлә арҡаһында булды	3164a2fa244824825d890137f87dbcc4d92fd0f54100bb2771c1384ca581f2b6	ba	grammar-or-spelling
Арыҫлан Рәхмәтулловичты яратып шидылар	30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	ba	grammar-or-spelling
Әле депутатлыҡҡа кандидат үҙ программаһы мгнон таныштырҙы, тип ҡотолорға мөмкин	0f964b3e3398244c9b2336260aa5f1286e33c9ff95904f5159e6fe731fd3315c	ba	grammar-or-spelling
